id,nome científico,family,fbLink,category,criteria,assessmentYear,reassessment
65142,Cattleya hoehnei Van den Berg,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65142,EN,"B1ab(iii,v)",2012,false
65154,Cattleya jongheana (Rchb.f.) Van den Berg,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65154,EN,A4acd,2012,false
65155,Cattleya kautskyana (V.P.Castro & Chiron) Van den Berg,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65155,CR,"B2ab(iii,v)",2012,false
65191,Cattleya lobata Lindl.,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65191,CR,A2cd,2017,false
65213,Cattleya milleri (Blumensch. ex Pabst) van den Berg & M.W.Chase,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65213,CR,"B2ab(iii,v)",2012,false
65216,Cattleya munchowiana (F.E.L.Miranda) Van den Berg,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65216,CR,"B2ab(iii,v)",2012,false
65218,Cattleya neokautskyi Van den Berg,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65218,CR,"B2ab(iii,v)",2012,false
65235,Cattleya perrinii Lindl.,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65235,VU,A3cd,2012,false
65236,Cattleya pfisteri (Pabst & Senghas) Van den Berg,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65236,EN,"B2ab(i,ii,iii)",2018,false
65239,Cattleya praestans (Rchb.f.) Van den Berg,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65239,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",2018,false
65243,Cattleya pumila Hook.,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65243,VU,A4cd,2012,false
65247,Cattleya pygmaea (Pabst) Van den Berg,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65247,EN,"B2ab(iii,v)",2012,false
65261,Cattleya sincorana (Schltr.) Van den Berg,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65261,EN,"B1ab(iii,v)",2012,false
65271,Cattleya tenebrosa (Gower) A.A.Chadwick,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65271,EN,A3cd,2012,false
65303,Cattleya wittigiana (Barb.Rodr.) van den Berg,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65303,EN,"B2ab(ii,iii,iv,v)",2012,false
65304,Cattleya xanthina (Lindl.) Van den Berg,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65304,EN,C2a(i),2012,false
68447,Pabstiella bacillaris (Pabst) Luer,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB68447,EN,"B2ab(iii,v)",2012,false
68450,Pabstiella calcarata (Cogn.) Luer,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB68450,VU,D2,2017,false
68452,Pabstiella carinifera (Barb.Rodr.) Luer,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB68452,VU,B1ab(iii),2012,false
68454,Pabstiella conspersa (Hoehne) Luer,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB68454,EN,"B2ab(iii,v)",2012,false
68458,Pabstiella curti-bradei (Pabst) Luer,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB68458,VU,D2,2017,false
68467,Pabstiella garayi (Pabst) Luer,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB68467,CR,"B2ab(iii,v)",2012,false
68471,Pabstiella gracilicaulis (Seehawer) Luer,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB68471,VU,D2,2017,false
68476,Pabstiella lingua (Lindl.) Luer,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB68476,EN,"B2ab(iii,v)",2012,false
68492,Pabstiella ruschii (Hoehne) Luer,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB68492,CR,"B2ab(iii,v)",2012,false
69449,Prescottia spiranthophylla Barb.Rodr.,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB69449,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2017,false
70544,Vanilla dietschiana Edwall,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB70544,VU,D2,2012,false
70663,Zygopetalum jugosum (Lindl.) Schltr.,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB70663,EN,B2ab(v),2012,false
70704,Zygostates greeniana Rchb.f.,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB70704,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2017,false
71522,Appunia aurantiaca (K.Krause) Sandwith,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB71522,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2020,false
71734,Borreria paulista E.L.Cabral & Bacigalupo,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB71734,VU,A2c,2017,true
73079,Ixora heterophylla Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB73079,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2017,false
73579,Palicourea glaziovii Standl.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB73579,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2023,false
77217,Stachytarpheta mollis Moldenke,Verbenaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB77217,EN,"B1ab(i,iii)+2ab(i,iii)",2023,false
77813,Dyschoriste smithii Leonard,Acanthaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB77813,CR,"B1ab(iii,v)",2012,false
77933,Aristolochia hypoglauca Kuhlm.,Aristolochiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB77933,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2012,false
77943,Ditassa auriflora Rapini,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB77943,CR,B1ab(iii),2012,false
77972,Tassadia geniculata Fontella,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB77972,EN,"B2ab(i,ii,iii)",2017,true
77985,Berberis campos-portoi Brade,Berberidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB77985,CR,"B1ab(ii,iii)",2012,false
78088,Aspilia grazielae J.U.Santos,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78088,EN,"B1ab(i,ii,iii)",2012,false
78140,Macropodina bradei R.M.King & H.Rob.,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78140,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",2017,false
78157,Richterago riparia Roque,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78157,VU,"B2ab(i,ii,iii,v)",2012,false
78158,Senecio caparaoensis Cabrera,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78158,EN,"B1ab(i,ii)+2ab(i,ii)",2012,false
78162,Senecio graciellae Cabrera,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78162,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2012,false
78164,Senecio promatensis Matzenb.,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78164,CR,"B2ab(i,ii,iii,v)",2012,false
78165,Senecio riograndensis Matzenb.,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78165,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2012,false
78188,Wunderlichia senae Glaz. ex Maguire & G.M.Barroso,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78188,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",2012,false
78240,Diospyros longistyla A.C.Sm.,Ebenaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78240,VU,D2,2019,false
78319,Paliavana plumerioides Chautems,Gesneriaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78319,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2017,true
78373,Kielmeyera rizziniana Saddi,Calophyllaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78373,EN,"B1ab(i,iii)+2ab(ii,iii)",2018,false
78408,Hylocarpa heterocarpa (Ducke) Cuatrec.,Humiriaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78408,VU,D2,2018,false
78445,Aniba santalodora Ducke,Lauraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78445,EN,"B1ab(i,iii,v)+2ab(iii,v)",2019,true
78459,Dicypellium manausense W.A.Rodrigues,Lauraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78459,CR,"B1ab(i,ii,iii)",2018,false
78474,Ocotea douradensis Vattimo-Gil,Lauraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78474,EN,"B2ab(i,ii,iii)",2018,false
78475,Ocotea duplocolorata Vattimo-Gil,Lauraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78475,CR,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",2020,false
78500,Gustavia longepetiolata Huber,Lecythidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78500,EN,"B2ab(ii,iii)",2023,true
78503,Aldina heterophylla Spruce ex Benth.,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78503,VU,B1ab(iii),2018,false
78518,Bauhinia glaziovii Taub.,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78518,CR,"B2ab(i,ii,iii)",2019,false
78610,Cassia rubriflora Ducke,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78610,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2021,false
78647,Chamaecrista simplifacta H.S.Irwin & Barneby,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78647,EN,B1ab(iii)+2ab(iii),2014,false
78687,Dimorphandra wilsonii Rizzini,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78687,EN,"A2bce;B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v);C1",2019,true
78695,Elizabetha speciosa Ducke,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78695,VU,B1b(iii),2018,false
78742,Peltogyne altissima Ducke,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78742,EN,"B2ab(i,ii,iii,iv,v)",2020,false
78748,Peltogyne chrysopis Barneby,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78748,EN,"B1ab(i,ii,iii)",2018,false
78749,Peltogyne excelsa Ducke,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78749,VU,B2ab(iii);D2,2019,false
78750,Peltogyne gracilipes Ducke,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78750,EN,"B1ab(i,ii,iii,v)",2018,false
78751,Peltogyne lecointei Ducke,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78751,CR,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2021,false
78752,Peltogyne maranhensis Huber ex Ducke,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78752,VU,"B2ab(iii,v)",2023,true
78753,Peltogyne mattosiana Rizzini,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78753,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2023,true
78756,Peltogyne paradoxa Ducke,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78756,VU,"B2ab(i,ii,iii,iv,v)",2021,false
78782,Swartzia alternifoliolata Mansano,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78782,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2018,false
78796,Swartzia discocarpa Ducke,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78796,EN,"B2ab(i,ii,iii)",2018,false
78798,Swartzia euxylophora Rizzini & A.Mattos,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78798,EN,"A2c;B1ab(i,ii,iii)+2ab(i,ii,iii)",2018,false
78803,Swartzia ingens Barneby,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78803,VU,D2,2018,false
78804,Swartzia lamellata Ducke,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78804,VU,B2ab(iii),2021,false
78805,Swartzia linharensis Mansano,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78805,EN,B2ab(iii),2019,true
78815,Swartzia riedelii R.S.Cowan,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78815,VU,"B1ab(i,iii)",2018,false
78836,Zollernia magnifica A.M.Carvalho & Barneby,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78836,VU,B1ab(iii),2012,false
78894,Inga xinguensis Ducke,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78894,EN,B2ab(iii),2021,true
78896,Leucochloron limae Barneby & J.W.Grimes,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78896,EN,"B2ab(ii,iii)",2019,true
78898,Mimosa bathyrrhena Barneby,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78898,EN,"A2ce;B1ab(i,iii)",2012,false
78909,Mimosa hatschbachii Barneby,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78909,EN,B1ab(iii),2012,false
78911,Mimosa kuhnisteroides Barneby,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78911,EN,B1ab(iii)+2ab(iii),2021,false
78935,Mimosa urticaria Barneby,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78935,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2012,false
78939,Parkia bahiae H.C.Hopkins,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78939,EN,"B1ab(i,ii,iii)",2018,false
78994,Alexa bauhiniiflora Ducke,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB78994,VU,B2ab(iii),2021,false
79016,Centrosema carajasense Cavalcante,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79016,VU,D2,2012,false
79073,Grazielodendron rio-docensis H.C.Lima,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79073,EN,"B2b(ii,iii,iv,v)",2019,true
79075,Harleyodendron unifoliolatum R.S.Cowan,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79075,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",2018,false
79080,Hymenolobium excelsum Ducke,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79080,VU,A2cd,2019,true
79083,Hymenolobium heterocarpum Ducke,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79083,EN,"B2ab(i,ii,iii,iv)",2020,false
79106,Martiodendron fluminense Lombardi,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79106,VU,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2022,true
79139,Poecilanthe itapuana G.P.Lewis,Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79139,VU,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",2020,false
79196,Phoradendron dimerostachys Rizzini,Santalaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79196,EN,"B2ab(i,ii,iii,iv)",2014,false
79221,Diplusodon glaziovii Koehne,Lythraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79221,CR,B2ab(iii),2012,false
79225,Acmanthera cowanii W.R.Anderson,Malpighiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79225,VU,D2,2018,false
79239,Lophanthera pendula Ducke,Malpighiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79239,EN,"B2ab(i,ii,iii)",2018,false
79241,Peixotoa barnebyi C.E.Anderson,Malpighiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79241,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2012,false
79245,Thryallis parviflora C.Anderson,Malpighiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79245,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2012,false
79279,Miconia cowanii Wurdack,Melastomataceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79279,EN,"B2ab(i,ii,iii,iv)",2020,false
79282,Miconia picinguabensis R.Goldenb. & A.B.Martins,Melastomataceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79282,EN,B1ab(iii),2012,false
79286,Microlicia obtusifolia Cogn. ex R.Romero,Melastomataceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79286,EN,"B1ab(i,iii)",2011,false
79455,Elvasia gigantifolia Fraga & Saavedra,Ochnaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79455,VU,B1ab(iii),2018,false
79462,Ouratea xerophila Rizzini,Ochnaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79462,VU,D2,2020,false
79465,Wallacea multiflora Ducke,Ochnaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79465,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2020,false
79519,Piper giordanoi E.F.Guim. & D.Monteiro,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79519,VU,D2,2017,false
79657,Lacunaria sampaioi Ducke,Quiinaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79657,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2018,false
79677,Coussarea friburgensis M.Gomes,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79677,VU,B1ab(iii)+2ab(iii),2022,true
79708,Talisia parviflora Acev.-Rodr.,Sapindaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79708,VU,D2,2019,false
79737,Mollia nitida Ducke,Malvaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79737,VU,B1ab(iii);D2,2019,false
79749,Hydrocotyle bradei Rossberg,Araliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79749,CR,"B2ab(ii,iii)",2017,false
79776,Erisma fuscum Ducke,Vochysiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79776,EN,"A2cd;B2ab(ii,iii,v)",2018,false
79799,Vochysia assua Stafleu,Vochysiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79799,VU,D2,2020,false
79806,Vochysia mapuerae Huber ex Ducke,Vochysiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79806,VU,B1ab(iii);D2,2020,false
79925,Carpotroche integrifolia Kuhlm.,Achariaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB79925,VU,"B2ab(i,ii,iii)",2023,false
80024,Campnosperma gummiferum (Benth.) Marchand,Anacardiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB80024,EN,B2ab(iii),2020,false
80045,Anisophyllea manausensis Pires & W.A.Rodrigues,Anisophylleaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB80045,VU,B2ab(iii),2020,false
80678,Lepidaploa paraensis (H.Rob.) H.Rob.,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB80678,VU,B1ab(iii)+2ab(iii),2024,false
81425,Bursera simaruba (L.) Sarg.,Burseraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB81425,VU,B2ab(iii),2012,false
